Espere mientras se abre la aplicación|2016-05-24|09:06:57|2016-05-24|09:07:10|0:00:13|ManicTime|Applications|0|30
ManicTime|2016-05-24|09:07:10|2016-05-24|09:07:15|0:00:05|ManicTime|Applications|0|30
ManicTime|2016-05-24|09:07:15|2016-05-24|09:07:21|0:00:06|ManicTime|Applications|0|30
Configuración|2016-05-24|09:07:21|2016-05-24|09:07:28|0:00:07|ManicTime|Applications|0|30
Sistema operativo Microsoft® Windows®|2016-05-24|09:07:28|2016-05-24|09:07:31|0:00:03|Sistema operativo Microsoft® Windows®|Applications|0|30
Copiar 9 elementos (249 MB)|2016-06-02|14:13:28|2016-06-02|14:14:10|0:00:42|Sistema operativo Microsoft® Windows®|Applications|0|30
Extracting Files|2016-06-02|14:14:10|2016-06-02|14:14:15|0:00:05|Microsoft Visual C++ 2008 Redistributable|Applications|0|30
Setup|2016-06-02|14:14:15|2016-06-02|14:14:21|0:00:06|Microsoft® Visual Studio® 2008|Applications|0|30
Installers|2016-06-02|14:14:21|2016-06-02|14:14:26|0:00:05|Sistema operativo Microsoft® Windows®|Applications|0|30
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030|2016-06-02|14:14:26|2016-06-02|14:15:10|0:00:44|Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030|Applications|0|30
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030 Setup|2016-06-02|14:15:10|2016-06-02|14:15:26|0:00:16|Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030|Applications|0|30
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501 Setup|2016-06-02|14:15:26|2016-06-02|14:15:32|0:00:06|Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501|Applications|0|30
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501|2016-06-02|14:15:32|2016-06-02|14:17:30|0:01:58|Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501|Applications|0|30
Microsoft Visual C++ 2008 Redistributable Setup|2016-06-02|14:17:30|2016-06-02|14:17:42|0:00:12|Microsoft® Visual Studio® 2008|Applications|0|30
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030|2016-06-02|14:17:42|2016-06-02|14:18:01|0:00:19|Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030|Applications|0|30
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.60610|2016-06-02|14:18:01|2016-06-02|14:18:29|0:00:28|Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.60610|Applications|0|30
Installers|2016-06-02|14:18:29|2016-06-02|14:18:34|0:00:05|Sistema operativo Microsoft® Windows®|Applications|0|30
Menú Inicio|2016-06-02|14:18:34|2016-06-02|14:18:42|0:00:08|Sistema operativo Microsoft® Windows®|Applications|0|30
Sistema operativo Microsoft® Windows®|2016-06-02|14:18:42|2016-06-02|14:18:49|0:00:07|Sistema operativo Microsoft® Windows®|Applications|0|30
Servicios|2016-06-02|14:18:49|2016-06-02|14:18:59|0:00:10|Servicios|Applications|0|30
Control de servicio|2016-06-02|14:18:59|2016-06-02|14:19:04|0:00:05|Control de servicio|Applications|0|30
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501 Setup|2016-06-02|14:19:04|2016-06-02|14:19:14|0:00:10|Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501|Applications|0|30
Installers|2016-06-02|14:19:14|2016-06-02|14:19:34|0:00:20|Sistema operativo Microsoft® Windows®|Applications|0|30
Setup - Wampserver64|2016-06-02|14:19:34|2016-06-02|14:19:47|0:00:13|wampserver3.0.4_x64_apache2.4.18_mysql5.7.11_php5.6.19-7.0.4|Applications|1|30
Installers|2016-06-02|14:19:47|2016-06-02|14:19:52|0:00:05|Sistema operativo Microsoft® Windows®|Applications|0|30
Program Manager|2016-06-02|14:19:52|2016-06-02|14:22:07|0:02:15|Sistema operativo Microsoft® Windows®|Applications|0|30
Setup|2016-06-02|14:22:07|2016-06-02|14:22:15|0:00:08|wampserver3.0.4_x64_apache2.4.18_mysql5.7.11_php5.6.19-7.0.4|Applications|1|30
Python 3.5.1 (64-bit) Setup|2016-06-02|14:22:15|2016-06-02|14:22:25|0:00:10|Python 3.5.1 (64-bit)|Applications|1|30
Installers|2016-06-02|14:22:25|2016-06-02|14:22:32|0:00:07|Sistema operativo Microsoft® Windows®|Applications|0|30
Program Manager|2016-06-02|14:22:32|2016-06-02|14:22:39|0:00:07|Sistema operativo Microsoft® Windows®|Applications|0|30
Python 3.5.1 (64-bit) Setup|2016-06-02|14:22:39|2016-06-02|14:23:35|0:00:56|Python 3.5.1 (64-bit)|Applications|1|30
Menú Inicio|2016-06-02|14:23:35|2016-06-02|14:23:40|0:00:05|Sistema operativo Microsoft® Windows®|Applications|0|30
Inicio|2016-06-15|09:01:52|2016-06-15|09:02:04|0:00:12|Sistema operativo Microsoft® Windows®|Applications|0|30
Chrome - Google Chrome|2016-06-15|09:02:04|2016-06-15|09:02:47|0:00:43|Google Chrome|Applications|0|30
Nueva pestaña - Google Chrome|2016-06-15|09:02:47|2016-06-15|09:02:54|0:00:07|Google Chrome|Applications|0|30
chrome://chrome-signin/?access_point=0&reason=0|2016-06-15|09:02:04|2016-06-15|09:02:47|0:00:43|chrome-signin|Documents|0|30
