Espere mientras se abre la aplicación|2016-05-24|09:38:57|2016-05-24|09:39:09|0:00:12|ManicTime|Applications|0|37
ManicTime|2016-05-24|09:39:09|2016-05-24|09:39:14|0:00:05|ManicTime|Applications|0|37
ManicTime|2016-05-24|09:39:14|2016-05-24|09:39:19|0:00:05|ManicTime|Applications|0|37
Configuración|2016-05-24|09:39:19|2016-05-24|09:39:25|0:00:06|ManicTime|Applications|0|37
Menú Inicio|2016-05-24|09:39:25|2016-05-24|09:39:28|0:00:03|Sistema operativo Microsoft® Windows®|Applications|0|37
Sistema operativo Microsoft® Windows®|2016-06-02|15:33:55|2016-06-02|15:34:06|0:00:11|Sistema operativo Microsoft® Windows®|Applications|0|37
Servicios|2016-06-02|15:34:06|2016-06-02|15:34:17|0:00:11|Servicios|Applications|0|37
Propiedades de Web Deployment Agent Service (Equipo local)|2016-06-02|15:34:17|2016-06-02|15:34:23|0:00:06|Propiedades de Web Deployment Agent Service (Equipo local)|Applications|0|37
Servicios|2016-06-02|15:34:23|2016-06-02|15:34:28|0:00:05|Servicios|Applications|0|37
Installers|2016-06-02|15:34:28|2016-06-02|15:34:33|0:00:05|Sistema operativo Microsoft® Windows®|Applications|0|37
Setup|2016-06-02|15:34:33|2016-06-02|15:34:41|0:00:08|Microsoft® Visual Studio® 2008|Applications|0|37
Microsoft Visual C++ 2008 Redistributable Setup|2016-06-02|15:34:41|2016-06-02|15:34:47|0:00:06|Microsoft® Visual Studio® 2008|Applications|0|37
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030 Setup|2016-06-02|15:34:47|2016-06-02|15:34:52|0:00:05|Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030|Applications|0|37
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030|2016-06-02|15:34:52|2016-06-02|15:35:24|0:00:32|Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030|Applications|0|37
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.60610|2016-06-02|15:35:24|2016-06-02|15:35:41|0:00:17|Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.60610|Applications|0|37
Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030 Setup|2016-06-02|15:35:41|2016-06-02|15:36:06|0:00:25|Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030|Applications|0|37
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501 Setup|2016-06-02|15:36:06|2016-06-02|15:36:13|0:00:07|Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501|Applications|0|37
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501|2016-06-02|15:36:13|2016-06-02|15:38:33|0:02:20|Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501|Applications|0|37
Microsoft Visual C++ 2008 Redistributable Setup|2016-06-02|15:38:33|2016-06-02|15:39:15|0:00:42|Microsoft® Visual Studio® 2008|Applications|0|37
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030 Setup|2016-06-02|15:39:15|2016-06-02|15:39:21|0:00:06|Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030|Applications|0|37
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030|2016-06-02|15:39:21|2016-06-02|15:39:40|0:00:19|Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030|Applications|0|37
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.60610|2016-06-02|15:39:40|2016-06-02|15:39:52|0:00:12|Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.60610|Applications|0|37
Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030 Setup|2016-06-02|15:39:52|2016-06-02|15:41:01|0:01:09|Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030|Applications|0|37
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501 Setup|2016-06-02|15:41:01|2016-06-02|15:41:06|0:00:05|Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501|Applications|0|37
Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501|2016-06-02|15:41:06|2016-06-02|15:42:06|0:01:00|Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501|Applications|0|37
Installers|2016-06-02|15:42:06|2016-06-02|15:42:15|0:00:09|Sistema operativo Microsoft® Windows®|Applications|0|37
Setup - Wampserver64|2016-06-02|15:42:15|2016-06-02|15:44:21|0:02:06|wampserver3.0.4_x64_apache2.4.18_mysql5.7.11_php5.6.19-7.0.4|Applications|1|37
